"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should retrieve all employees from Employees table","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","12","should successfully create a new resource","POST API Validation","Sun Nov 30 01:36:10 UTC 2025","skipped","Sun Nov 30 01:36:10 UTC 2025","","","",""
"","677","My Fourth Test Case","My First Test Suite","Sun Nov 30 01:36:20 UTC 2025","passed","Sun Nov 30 01:36:21 UTC 2025","","","",""
"","1","should handle database transactions - insert, update, delete","User Login with Database Validation","Sun Nov 30 01:35:53 UTC 2025","skipped","Sun Nov 30 01:35:53 UTC 2025","","","",""
"","0","should validate all employees are present in database","User Login with Database Validation","Sun Nov 30 01:35:53 UTC 2025","skipped","Sun Nov 30 01:35:53 UTC 2025","","","",""
"","0","should count total employees","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","350","My Fifth Test Case","My First Test Suite","Sun Nov 30 01:36:21 UTC 2025","passed","Sun Nov 30 01:36:21 UTC 2025","","","",""
"","10","should list available tables","Database Connection Test","Sun Nov 30 01:35:56 UTC 2025","skipped","Sun Nov 30 01:35:56 UTC 2025","","","",""
"","1711","Modify API response and sending my own response on UI","API Validation","Sun Nov 30 01:36:04 UTC 2025","passed","Sun Nov 30 01:36:06 UTC 2025","","","",""
"","11","should successfully login and complete e-commerce flow","Login API Tests","Sun Nov 30 01:37:12 UTC 2025","skipped","Sun Nov 30 01:37:12 UTC 2025","","","",""
"","1","should get employees by department - QA Automation","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","0","should get highest paid employee","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","1713","should handle alert and confirm dialogs","Automation Practice Test Suite","Sun Nov 30 01:36:38 UTC 2025","passed","Sun Nov 30 01:36:40 UTC 2025","","","",""
"","3","should validate user login credentials against database","User Login with Database Validation","Sun Nov 30 01:35:53 UTC 2025","skipped","Sun Nov 30 01:35:53 UTC 2025","","","",""
"","402","Simulate API network failure","API Validation","Sun Nov 30 01:36:06 UTC 2025","passed","Sun Nov 30 01:36:07 UTC 2025","","","",""
"","828","Simulate API timeout (404)","API Validation","Sun Nov 30 01:36:07 UTC 2025","passed","Sun Nov 30 01:36:08 UTC 2025","","","",""
"","0","should get average salary","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","422","Simulate API server error (500)","API Validation","Sun Nov 30 01:36:06 UTC 2025","passed","Sun Nov 30 01:36:06 UTC 2025","","","",""
"","1404","should select radio buttons","Automation Practice Test Suite","Sun Nov 30 01:36:37 UTC 2025","passed","Sun Nov 30 01:36:38 UTC 2025","","","",""
"","12433","should handle switch tab or child windows","Automation Practice Test Suite","Sun Nov 30 01:36:40 UTC 2025","passed","Sun Nov 30 01:36:52 UTC 2025","","","",""
"","788","My Second Test Case","My First Test Suite","Sun Nov 30 01:36:19 UTC 2025","passed","Sun Nov 30 01:36:19 UTC 2025","","","",""
"","0","should search employees with LIKE operator","User Login with Database Validation","Sun Nov 30 01:35:53 UTC 2025","skipped","Sun Nov 30 01:35:53 UTC 2025","","","",""
"","4","should verify only original 3 employees remain","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","1","should retrieve database version","Database Connection Test","Sun Nov 30 01:35:56 UTC 2025","skipped","Sun Nov 30 01:35:56 UTC 2025","","","",""
"","0","should verify Anil Verma employee record","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","4020","@smoke My First Test Case","My First Test Suite","Sun Nov 30 01:36:15 UTC 2025","passed","Sun Nov 30 01:36:19 UTC 2025","","","",""
"","1","should validate database statistics","User Login with Database Validation","Sun Nov 30 01:35:53 UTC 2025","skipped","Sun Nov 30 01:35:53 UTC 2025","","","",""
"","1446","should select option from static dropdown","Automation Practice Test Suite","Sun Nov 30 01:36:32 UTC 2025","passed","Sun Nov 30 01:36:33 UTC 2025","","","",""
"","11622","Validate e-commerce page e2e flow","End to End E-commerce Flow Test Suite","Sun Nov 30 01:37:16 UTC 2025","passed","Sun Nov 30 01:37:28 UTC 2025","","","",""
"","1328","should handle web tables","Automation Practice Test Suite","Sun Nov 30 01:36:52 UTC 2025","passed","Sun Nov 30 01:36:53 UTC 2025","","","",""
"","685","My Third Test Case","My First Test Suite","Sun Nov 30 01:36:19 UTC 2025","passed","Sun Nov 30 01:36:20 UTC 2025","","","",""
"","4203","Verify multiple product selection","Ecommerce Product Selection Validation","Sun Nov 30 01:38:08 UTC 2025","passed","Sun Nov 30 01:38:12 UTC 2025","","","",""
"","1424","should show and hide textbox","Automation Practice Test Suite","Sun Nov 30 01:36:35 UTC 2025","passed","Sun Nov 30 01:36:37 UTC 2025","","","",""
"","1","should delete test employee and verify","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","11278","Ecommerce product delivery","End to End Ecommerce Application Validation","Sun Nov 30 01:37:34 UTC 2025","passed","Sun Nov 30 01:37:46 UTC 2025","","","",""
"","1","should verify Priyanka Singh employee record","Employees Database Tests - Azure SQL","Sun Nov 30 01:35:59 UTC 2025","skipped","Sun Nov 30 01:35:59 UTC 2025","","","",""
"","1","should connect to Azure SQL Server successfully","Database Connection Test","Sun Nov 30 01:35:56 UTC 2025","skipped","Sun Nov 30 01:35:56 UTC 2025","","","",""
"","1","should get current database name","Database Connection Test","Sun Nov 30 01:35:56 UTC 2025","skipped","Sun Nov 30 01:35:56 UTC 2025","","","",""
"","11","Modify request URL and continue with modified URL","API Validation","Sun Nov 30 01:36:08 UTC 2025","skipped","Sun Nov 30 01:36:08 UTC 2025","","","",""
